704006009080010000003020450000000002056000780100000000025030100000040060900500307 # 27 # 10 # 2022 # 001 # 2022-10-27 # 81 # 2022-10-27-SC--001 # SC #  # Cracking The Cryptic # Easy # 220 # 0:15:11 #  # FH NS
000301020500002704002000510600004309000000000403200005054000800107400003030109000 # 22 # 09 # 2017 # 04164 # 2017-09-22 # 81 # 2017-09-22-TG-DIAB-04164 # TG # DIAB # Telegraph # Hard # 952 #  #  # 
060200008800000070020071069070000002002503600900000040540320090030000006100004020 # 12 # 03 # 2021 # 05431 # 2021-03-12 # 81 # 2021-03-12-TG-DIAB-05431 # TG # DIAB # Telegraph # Unfair # 952 #  #  # 
000709005004000100850106000700500003060402090400003002000301059002000600500804000 # 29 # 10 # 2022 # 06027 # 2022-10-29 # 81 # 2022-10-29-TG-TGH-06027 # TG # TGH # Telegraph # Hard # 952 #  #  # 
006140000050000030010076000490000005001000609200000080000480060070090050000052300 # 13 # 06 # 2008 # 01066 # 2008-06-13 # 81 # 2008-06-13-TG-DIAB-01066 # TG # DIAB # Telegraph # Hard # 954 #  #  # 
700600000080030650002700080007000420000009000040000800036007200021080040000002008 # 22 # 03 # 2013 # 02560 # 2013-03-22 # 81 # 2013-03-22-TG-DIAB-02560 # TG # DIAB # Telegraph # Hard # 954 #  #  # 
000010006083000070006800000402006930000307000065200008000008500010000240500090000 # 27 # 11 # 2013 # 02774 # 2013-11-27 # 81 # 2013-11-27-TG-TGH-02774 # TG # TGH # Telegraph # Hard # 954 #  #  # 
204007001000030000800405000020000010090208060080000032000603004000070090500000308 # 27 # 04 # 2018 # 04381 # 2018-04-27 # 81 # 2018-04-27-TG-DIAB-04381 # TG # DIAB # Telegraph # Hard # 954 #  #  # 
009200860061809000800000000000000540402050709075000000000000006000504980084007200 # 09 # 12 # 2011 # 02158 # 2011-12-09 # 81 # 2011-12-09-TG-DIAB-02158 # TG # DIAB # Telegraph # Hard # 956 #  #  # 
004206003007080060060400890000002000200000005000800000076095020010020600500603700 # 29 # 03 # 2013 # 02566 # 2013-03-29 # 81 # 2013-03-29-TG-DIAB-02566 # TG # DIAB # Telegraph # Hard # 956 #  #  # 
000306001000050000030400060007500180180000056003002700060004090000010000900007000 # 04 # 07 # 2008 # 01084 # 2008-07-04 # 81 # 2008-07-04-TG-DIAB-01084 # TG # DIAB # Telegraph # Hard # 958 #  #  # 
470005009580000400090300000000610000008090200000074800000000020002000051600900003 # 20 # 05 # 2016 # 03674 # 2016-05-20 # 81 # 2016-05-20-TG-DIAB-03674 # TG # DIAB # Telegraph # Hard # 958 #  #  # 
080200090200100807009600000002050300030040010008060200000006700004009005010007060 # 08 # 09 # 2017 # 04150 # 2017-09-08 # 81 # 2017-09-08-TG-DIAB-04150 # TG # DIAB # Telegraph # Hard # 960 #  #  # 
180004030009005600000000000040600090300000007050901020000000000014000500007200061 # 21 # 11 # 2008 # 01204 # 2008-11-21 # 81 # 2008-11-21-TG-DIAB-01204 # TG # DIAB # Telegraph # Unfair # 962 #  #  # 
000070030400100000001800420000709005500060004100300000049002010000000002060050000 # 26 # 09 # 2014 # 03072 # 2014-09-26 # 81 # 2014-09-26-TG-DIAB-03072 # TG # DIAB # Telegraph # Hard # 962 #  #  # 
040009010000000000900060073001090536000000000376050400200980005000000000010207080 # 03 # 07 # 2009 # 01396 # 2009-07-03 # 81 # 2009-07-03-TG-DIAB-01396 # TG # DIAB # Telegraph # Hard # 964 #  #  # 
090206038002000060000010000000800005460000083700001000000090000080300500517400020 # 16 # 04 # 2010 # 01642 # 2010-04-16 # 81 # 2010-04-16-TG-DIAB-01642 # TG # DIAB # Telegraph # Hard # 964 #  #  # 
000690000270000090500007300026000108000000000708000920007108200030000054000049000 # 07 # 04 # 2017 # 03996 # 2017-04-07 # 81 # 2017-04-07-TG-DIAB-03996 # TG # DIAB # Telegraph # Unfair # 964 #  #  # 
004070000950204007000006000000000874001000200749000006000300000200407030008020500 # 15 # 02 # 2019 # 04675 # 2019-02-15 # 81 # 2019-02-15-TG-DIAB-04675 # TG # DIAB # Telegraph # Hard # 964 #  #  # 
501000004000312000000000700060090230000207908039050000003000000000475000400000807 # 28 # 08 # 2020 # 05235 # 2020-08-28 # 81 # 2020-08-28-TG-DIAB-05235 # TG # DIAB # Telegraph # Unfair # 964 #  #  # 
000601800040000056000030200034800090506000703080009540008070000970000000003106000 # 01 # 12 # 2017 # 04234 # 2017-12-01 # 81 # 2017-12-01-TG-DIAB-04234 # TG # DIAB # Telegraph # Hard # 966 #  #  # 
091000580000294010000000200005800170000060000048002900009000000030715000012000650 # 26 # 10 # 2022 # 06024 # 2022-10-26 # 81 # 2022-10-26-TG-TGH-06024 # TG # TGH # Telegraph # Medium # 966 #  #  # 
000028000005003400040005098070000000001000950300000080600100032008900700000540000 # 29 # 11 # 2013 # 02776 # 2013-11-29 # 81 # 2013-11-29-TG-DIAB-02776 # TG # DIAB # Telegraph # Hard # 968 #  #  # 
007410600030600000406009500080000050600030004010000080008500107000002000003068900 # 05 # 12 # 2008 # 01216 # 2008-12-05 # 81 # 2008-12-05-TG-DIAB-01216 # TG # DIAB # Telegraph # Hard # 970 #  #  # 
000702450008000010020003000240060009001090300800070046000400080050000200002907000 # 18 # 09 # 2013 # 02714 # 2013-09-18 # 81 # 2013-09-18-TG-TGH-02714 # TG # TGH # Telegraph # Hard # 970 #  #  # 
500020006400003007000904008050100080003000120080006070000405000900700002600090001 # 16 # 06 # 2022 # 05892 # 2022-06-16 # 81 # 2022-06-16-TG-TGH-05892 # TG # TGH # Telegraph # Hard # 970 #  #  # 
000140000008002003030000000029600510040000020015000900000000000907400100000569000 # 10 # 05 # 2013 # 02602 # 2013-05-10 # 81 # 2013-05-10-TG-DIAB-02602 # TG # DIAB # Telegraph # Hard # 972 #  #  # 
000204000030000090041060000008000970005010800009450600000000160070000030000307000 # 27 # 06 # 2013 # 02643 # 2013-06-27 # 81 # 2013-06-27-TG-TGH-02643 # TG # TGH # Telegraph # Hard # 972 #  #  # 
000207300000100900900000024000003010005006400070800000010000002604009000007300006 # 24 # 01 # 2014 # 02827 # 2014-01-24 # 81 # 2014-01-24-TG-DIAB-02827 # TG # DIAB # Telegraph # Hard # 972 #  #  # 
010900000070600400500030000300002009280000013900100002000010004009004800000809060 # 01 # 09 # 2011 # 02073 # 2011-09-01 # 81 # 2011-09-01-TG-TGH-02073 # TG # TGH # Telegraph # Medium # 974 #  #  # 
003080200000300010400620030800000500000706900006000002070035091020000000001040700 # 29 # 06 # 2012 # 02332 # 2012-06-29 # 81 # 2012-06-29-TG-DIAB-02332 # TG # DIAB # Telegraph # Hard # 974 #  #  # 
050006000000305280090002076700000000002000300000010008500700030017803090000600020 # 18 # 10 # 2013 # 02740 # 2013-10-18 # 81 # 2013-10-18-TG-DIAB-02740 # TG # DIAB # Telegraph # Hard # 974 #  #  # 
000001005080627040004003600000305090000000000070209800005900300000748020200000000 # 11 # 10 # 2019 # 04913 # 2019-10-11 # 81 # 2019-10-11-TG-DIAB-04913 # TG # DIAB # Telegraph # Hard # 974 #  #  # 
040060000003000907000209005509470300001000700006005409700502000604000500000040070 # 23 # 05 # 2008 # 01048 # 2008-05-23 # 81 # 2008-05-23-TG-DIAB-01048 # TG # DIAB # Telegraph # Hard # 976 #  #  # 
000310020002060400000702000400030609709000302105090004000408000004070100050003000 # 30 # 01 # 2015 # 03198 # 2015-01-30 # 81 # 2015-01-30-TG-DIAB-03198 # TG # DIAB # Telegraph # Hard # 976 #  #  # 
050000860000000003000731005008070400510308026003010900100604000400000000096000080 # 21 # 10 # 2021 # 05654 # 2021-10-21 # 81 # 2021-10-21-TG-TGH-05654 # TG # TGH # Telegraph # Hard # 976 #  #  # 
000500000100023000029480007002000840900805003013000600700062380000300002000009000 # 06 # 10 # 2022 # 06004 # 2022-10-06 # 81 # 2022-10-06-TG-TGH-06004 # TG # TGH # Telegraph # Hard # 976 #  #  # 
089000015000400700000060200500720006803000104000008002005030000006004000140000630 # 11 # 05 # 2019 # 04760 # 2019-05-11 # 81 # 2019-05-11-TG-TGH-04760 # TG # TGH # Telegraph # Hard # 980 #  #  # 
003000000000210000004000809000507010060030020020904000709000300000076000000000400 # 27 # 10 # 2022 # 020 # 2022-10-27 # 81 # 2022-10-27-SC--020 # SC #  # Sam Cappleman-Lynes # Medium # 980 #  #  # FH NS HS LP LCT1 NP NT HP HT
000400030600002009048000200000315004403000107200748000002000670500600008090001000 # 26 # 06 # 2008 # 01077 # 2008-06-26 # 81 # 2008-06-26-TG-TGH-01077 # TG # TGH # Telegraph # Hard # 982 #  #  # 
000100209020090078030000000400670010000309080080002000000000090270040000100007000 # 06 # 03 # 2020 # 05060 # 2020-03-06 # 81 # 2020-03-06-TG-DIAB-05060 # TG # DIAB # Telegraph # Hard # 982 #  #  # 
680504020000000000002900638743000000100000009000000374516009700000000000070806091 # 25 # 06 # 2022 # 05901 # 2022-06-25 # 81 # 2022-06-25-TG-TGH-05901 # TG # TGH # Telegraph # Hard # 982 #  #  # 
007200000030900050009000008006150400000402700002008300500000800070001060003007200 # 18 # 06 # 2010 # 01696 # 2010-06-18 # 81 # 2010-06-18-TG-DIAB-01696 # TG # DIAB # Telegraph # Hard # 984 #  #  # 
000346500018900640000000000230000800800000007007000031000000000053008060006725000 # 04 # 03 # 2016 # 03597 # 2016-03-04 # 81 # 2016-03-04-TG-DIAB-03597 # TG # DIAB # Telegraph # Medium # 984 #  #  # 
800000000010590040000720008320000000090403020000000017500947002040085000000000001 # 20 # 04 # 2018 # 04374 # 2018-04-20 # 81 # 2018-04-20-TG-DIAB-04374 # TG # DIAB # Telegraph # Hard # 984 #  #  # 
306400100090000027000000004003270800200010009008059400500000000860000070001008503 # 18 # 03 # 2009 # 01315 # 2009-03-18 # 81 # 2009-03-18-TG-TGH-01315 # TG # TGH # Telegraph # Hard # 986 #  #  # 
000060300006040018005000700090280000004000000000057060041000900620090500309000000 # 29 # 08 # 2008 # 01132 # 2008-08-29 # 81 # 2008-08-29-TG-DIAB-01132 # TG # DIAB # Telegraph # Unfair # 988 #  #  # 
902500600000000000400000210160070020000608000070040050005090003000000000208006907 # 21 # 06 # 2013 # 02638 # 2013-06-21 # 81 # 2013-06-21-TG-DIAB-02638 # TG # DIAB # Telegraph # Hard # 988 #  #  # 
080000000100030000004015309900200670000903080028006004701340500000000002000000040 # 03 # 06 # 2011 # 01996 # 2011-06-03 # 81 # 2011-06-03-TG-DIAB-01996 # TG # DIAB # Telegraph # Hard # 990 #  #  # 
067000901800000007090200005000120000000608000008047000400903010500000004903000570 # 20 # 07 # 2011 # 02036 # 2011-07-20 # 81 # 2011-07-20-TG-TGH-02036 # TG # TGH # Telegraph # Hard # 990 #  #  # 
008000300060002000320100000680001009002090400400600013000007058070800020004000600 # 15 # 12 # 2011 # 02163 # 2011-12-15 # 81 # 2011-12-15-TG-TGH-02163 # TG # TGH # Telegraph # Hard # 990 #  #  # 
281300700000005000050000063800020000069701450000090008400000070000200000006008209 # 24 # 03 # 2017 # 03982 # 2017-03-24 # 81 # 2017-03-24-TG-DIAB-03982 # TG # DIAB # Telegraph # Hard # 990 #  #  # 
000159027170000030000000000300700506900000001001004008000000000090600083560837000 # 20 # 07 # 2018 # 04465 # 2018-07-20 # 81 # 2018-07-20-TG-DIAB-04465 # TG # DIAB # Telegraph # Unfair # 990 #  #  # 
009017000003000070000485000020008007107000208900600150000041000030000800000590700 # 10 # 09 # 2021 # 05613 # 2021-09-10 # 81 # 2021-09-10-TG-DIAB-05613 # TG # DIAB # Telegraph # Hard # 990 #  #  # 
070300005006008000000510800400000057080000020720000004002094000001600300800003040 # 27 # 01 # 2012 # 02200 # 2012-01-27 # 81 # 2012-01-27-TG-DIAB-02200 # TG # DIAB # Telegraph # Hard # 994 #  #  # 
004308500600000000250700004000520000500000201000084000400005073100000009005003800 # 07 # 05 # 2020 # 05122 # 2020-05-07 # 81 # 2020-05-07-TG-TGH-05122 # TG # TGH # Telegraph # Hard # 994 #  #  # 
000000000040050020009603700001000200020000010006000300003907600010020040000000000 # 27 # 10 # 2022 # 08 # 2022-10-27 # 81 # 2022-10-27-SSP--08 # SSP #  # Cracking The Cryptic # Medium # 994 #  #  # FH NS HS LCT1 NP NT HP HT
009010200745302000010000007103000000020000010000090302400000080000208693008030700 # 04 # 04 # 2008 # 01006 # 2008-04-04 # 81 # 2008-04-04-TG-DIAB-01006 # TG # DIAB # Telegraph # Unfair # 996 #  #  # 
025000430080530106000000000008010900200000008093060500000000000906084070057000380 # 23 # 11 # 2011 # 02144 # 2011-11-23 # 81 # 2011-11-23-TG-TGH-02144 # TG # TGH # Telegraph # Hard # 996 #  #  # 
000300400800000726000007000050700690087406030061002070000900000724000008005004000 # 14 # 09 # 2018 # 04521 # 2018-09-14 # 81 # 2018-09-14-TG-DIAB-04521 # TG # DIAB # Telegraph # Unfair # 996 #  #  # 
060007000002600300500040700618000020090050030040000897003060005001003200000400070 # 18 # 05 # 2019 # 04767 # 2019-05-18 # 81 # 2019-05-18-TG-TGH-04767 # TG # TGH # Telegraph # Hard # 996 #  #  # 
009000000700069005001000600007102000608000704000006900506000100200090008000000507 # 07 # 02 # 2020 # 05032 # 2020-02-07 # 81 # 2020-02-07-TG-DIAB-05032 # TG # DIAB # Telegraph # Hard # 998 #  #  # 
000000000007630580045000062000803000250000007300501000980000640064089700000000000 # 19 # 05 # 2022 # 05864 # 2022-05-19 # 81 # 2022-05-19-TG-TGH-05864 # TG # TGH # Telegraph # Hard # 1000 #  #  # 
000400000040963078036000000060000701004802300903000040000000910310679080000005000 # 28 # 09 # 2012 # 02410 # 2012-09-28 # 81 # 2012-09-28-TG-DIAB-02410 # TG # DIAB # Telegraph # Hard # 1002 #  #  # 
040902010005008000060000070700400002000060000900083007050000089000500100010000060 # 30 # 05 # 2014 # 02953 # 2014-05-30 # 81 # 2014-05-30-TG-DIAB-02953 # TG # DIAB # Telegraph # Hard # 1002 #  #  # 
000530907000000000096008050000000003307040802800001000020000610000000000908072000 # 10 # 11 # 2016 # 03848 # 2016-11-10 # 81 # 2016-11-10-TG-TGH-03848 # TG # TGH # Telegraph # Hard # 1002 #  #  # 
004200005070000080000190200010006320000000000082704060006072000000000050800905600 # 04 # 07 # 2014 # 02988 # 2014-07-04 # 81 # 2014-07-04-TG-DIAB-02988 # TG # DIAB # Telegraph # Hard # 1004 #  #  # 
000430000006702004009010200803000060600050008090000402001020600900605800000043000 # 17 # 12 # 2010 # 01852 # 2010-12-17 # 81 # 2010-12-17-TG-DIAB-01852 # TG # DIAB # Telegraph # Hard # 1006 #  #  # 
004080500960000000000013009000200068502000904680007000300640002000000015005070300 # 04 # 02 # 2016 # 03568 # 2016-02-04 # 81 # 2016-02-04-TG-TGH-03568 # TG # TGH # Telegraph # Hard # 1006 #  #  # 
080091400200000309000004010700050030003000800040080092070500000406000007002360040 # 10 # 11 # 2017 # 04213 # 2017-11-10 # 81 # 2017-11-10-TG-DIAB-04213 # TG # DIAB # Telegraph # Hard # 1006 #  #  # 
000001000728000003001009640607000038000208000200000506072500300900000754000700000 # 31 # 07 # 2020 # 05207 # 2020-07-31 # 81 # 2020-07-31-TG-DIAB-05207 # TG # DIAB # Telegraph # Hard # 1006 #  #  # 
900000052000500006500904000300000100000020060007000003800706009100083000640000007 # 14 # 06 # 2019 # 04794 # 2019-06-14 # 81 # 2019-06-14-TG-DIAB-04794 # TG # DIAB # Telegraph # Hard # 1008 #  #  # 
085000170070008002060040000030074000100060000000810090000080010200700080057000940 # 11 # 05 # 2017 # 04030 # 2017-05-11 # 81 # 2017-05-11-TG-TGH-04030 # TG # TGH # Telegraph # Hard # 1010 #  #  # 
080005060000000200160000004400000350500208007073000001300000095009300000050907030 # 10 # 08 # 2018 # 04486 # 2018-08-10 # 81 # 2018-08-10-TG-DIAB-04486 # TG # DIAB # Telegraph # Hard # 1010 #  #  # 
006702900000003008003400006000007005018000420900200000500000704600100000007906300 # 15 # 11 # 2019 # 04948 # 2019-11-15 # 81 # 2019-11-15-TG-DIAB-04948 # TG # DIAB # Telegraph # Unfair # 1010 #  #  # 
006032040000060008001070005000000030900000004040800000700080500800020000090500107 # 19 # 06 # 2020 # 05165 # 2020-06-19 # 81 # 2020-06-19-TG-DIAB-05165 # TG # DIAB # Telegraph # Hard # 1012 #  #  # 
030090004005070000620403071050000000200105007000000060740506092000080700500010080 # 29 # 07 # 2022 # 05935 # 2022-07-29 # 81 # 2022-07-29-TG-DIAB-05935 # TG # DIAB # Telegraph # Hard # 1012 #  #  # 
300000600100902000000081700004000030630000058051000200007160000500003007003000009 # 26 # 02 # 2010 # 01600 # 2010-02-26 # 81 # 2010-02-26-TG-DIAB-01600 # TG # DIAB # Telegraph # Hard # 1014 #  #  # 
019000080700003005302010900000070800900000057004030000005090600000200008020000340 # 26 # 02 # 2015 # 03225 # 2015-02-26 # 81 # 2015-02-26-TG-TGH-03225 # TG # TGH # Telegraph # Hard # 1014 #  #  # 
240000009000003000060020000004005208030807050108400700000530090000000400900000032 # 12 # 03 # 2016 # 03605 # 2016-03-12 # 81 # 2016-03-12-TG-TGH-03605 # TG # TGH # Telegraph # Hard # 1014 #  #  # 
700608002001000006040007500260000040000406000090000068009800720100000800400905003 # 22 # 04 # 2009 # 01334 # 2009-04-22 # 81 # 2009-04-22-TG-TGH-01334 # TG # TGH # Telegraph # Hard # 1016 #  #  # 
000000080000905040407000901002040730100000002076030400709000104020107000060000003 # 04 # 09 # 2009 # 01450 # 2009-09-04 # 81 # 2009-09-04-TG-DIAB-01450 # TG # DIAB # Telegraph # Hard # 1016 #  #  # 
007806510020000370000040600100009003000080000800600001009060000015000030036502800 # 02 # 05 # 2015 # 03290 # 2015-05-02 # 81 # 2015-05-02-TG-TGH-03290 # TG # TGH # Telegraph # Hard # 1016 #  #  # 
030000050091400300400090000000000206075030980908000000000080007007103500010000000 # 03 # 04 # 2015 # 03261 # 2015-04-03 # 81 # 2015-04-03-TG-DIAB-03261 # TG # DIAB # Telegraph # Unfair # 1018 #  #  # 
002040307000900600160000000900004006200800000600300701000000009004001000801050200 # 06 # 02 # 2019 # 04666 # 2019-02-06 # 81 # 2019-02-06-TG-TGH-04666 # TG # TGH # Telegraph # Hard # 1018 #  #  # 
000290080007004093040000000006002030100903004000100800000000040620800309070026000 # 04 # 06 # 2021 # 05515 # 2021-06-04 # 81 # 2021-06-04-TG-DIAB-05515 # TG # DIAB # Telegraph # Hard # 1020 #  #  # 
000601000008040901400005070005000420120000059049000800050200007601050200000903000 # 15 # 10 # 2016 # 03822 # 2016-10-15 # 81 # 2016-10-15-TG-TGH-03822 # TG # TGH # Telegraph # Hard # 1022 #  #  # 
000100000700000396328000000050302000006040800000805030000000687567000004000007000 # 15 # 09 # 2021 # 05618 # 2021-09-15 # 81 # 2021-09-15-TG-TGH-05618 # TG # TGH # Telegraph # Hard # 1024 #  #  # 
001405200040300700070080030000000180003607500006000000060050040007004050004906300 # 19 # 03 # 2009 # 01316 # 2009-03-19 # 81 # 2009-03-19-TG-TGH-01316 # TG # TGH # Telegraph # Hard # 1026 #  #  # 
001000040000000703205074008060810000000502000000069070900340602302080000010000800 # 17 # 08 # 2017 # 04128 # 2017-08-17 # 81 # 2017-08-17-TG-TGH-04128 # TG # TGH # Telegraph # Hard # 1026 #  #  # 
020908040005000100007031000001406082000000000470805900000180200009000700000507030 # 26 # 01 # 2018 # 04290 # 2018-01-26 # 81 # 2018-01-26-TG-DIAB-04290 # TG # DIAB # Telegraph # Hard # 1026 #  #  # 
300200005090003760080009030000602000230000050000800000070500090054100070000006000 # 10 # 12 # 2010 # 01846 # 2010-12-10 # 81 # 2010-12-10-TG-DIAB-01846 # TG # DIAB # Telegraph # Hard # 1028 #  #  # 
600050079700600200000030058900000000002307100000000007030000000006502001890070000 # 03 # 01 # 2020 # 04997 # 2020-01-03 # 81 # 2020-01-03-TG-DIAB-04997 # TG # DIAB # Telegraph # Hard # 1028 #  #  # 
080030000000060002705980000206090003000000000107040805000057901600010030000020060 # 09 # 07 # 2010 # 01714 # 2010-07-09 # 81 # 2010-07-09-TG-DIAB-01714 # TG # DIAB # Telegraph # Hard # 1030 #  #  # 
001950000006400030500002008060200090900000002080005010200300004050007900009004300 # 06 # 04 # 2012 # 02260 # 2012-04-06 # 81 # 2012-04-06-TG-DIAB-02260 # TG # DIAB # Telegraph # Hard # 1030 #  #  # 
000005001000000070050049320009302050020000080040008900082930010090000000500400600 # 20 # 07 # 2012 # 02350 # 2012-07-20 # 81 # 2012-07-20-TG-DIAB-02350 # TG # DIAB # Telegraph # Hard # 1030 #  #  # 
960000800000050000001400000000000200250006000039105000000008502310000400006000013 # 28 # 10 # 2022 #  # 2022-10-28 # 81 # 2022-10-28-NYT-HRD # NYT # HRD # New York Times # Hard # 1032 #  #  # FH NS HS LCT1 LCT2 NT HP
300000000000006070006973040001002300905010407008400500070869200080300000000000005 # 25 # 02 # 2010 # 01599 # 2010-02-25 # 81 # 2010-02-25-TG-TGH-01599 # TG # TGH # Telegraph # Hard # 1036 #  #  # 
